time,flux,label
0.0,0.9996385084519815,cepheid
0.009003001000333445,0.9978300355932435,cepheid
0.01800600200066689,1.0028592021222154,cepheid
0.027009003001000335,1.0213982343099608,cepheid
0.03601200400133378,1.010310337234924,cepheid
0.045015005001667226,1.0090373081359882,cepheid
0.05401800600200067,1.0157982203590206,cepheid
0.06302100700233412,1.0289833972052043,cepheid
0.07202400800266756,1.0311713879160807,cepheid
0.081027009003001,1.0242862654206937,cepheid
0.09003001000333445,1.0209362135112556,cepheid
0.0990330110036679,1.0169826074899688,cepheid
0.10803601200400134,1.0156507443983824,cepheid
0.11703901300433478,1.026016223840311,cepheid
0.12604201400466825,1.0264269607186782,cepheid
0.13504501500500168,1.0452346219603825,cepheid
0.14404801600533512,1.0471749490699926,cepheid
0.15305101700566856,1.0348402050132488,cepheid
0.162054018006002,1.049124851929214,cepheid
0.17105701900633546,1.0599170315498365,cepheid
0.1800600200066689,1.0506126054352265,cepheid
0.18906302100700234,1.052250375564179,cepheid
0.1980660220073358,1.052889607037936,cepheid
0.20706902300766925,1.0466979130828797,cepheid
0.21607202400800268,1.0388333819741298,cepheid
0.22507502500833612,1.047287860684518,cepheid
0.23407802600866956,1.0605976674660396,cepheid
0.24308102700900303,1.0758297084701915,cepheid
0.2520840280093365,1.061102449650184,cepheid
0.2610870290096699,1.0561747921109585,cepheid
0.27009003001000337,1.069834548408886,cepheid
0.2790930310103368,1.0728706182186583,cepheid
0.28809603201067024,1.0921145062066289,cepheid
0.2970990330110037,1.0825395895455883,cepheid
0.3061020340113371,1.0710693512741551,cepheid
0.3151050350116706,1.0824032247402353,cepheid
0.324108036012004,1.0748045316494754,cepheid
0.33311103701233746,1.088247068194927,cepheid
0.34211403801267093,1.0686111929461044,cepheid
0.35111703901300434,1.0832439249604955,cepheid
0.3601200400133378,1.0868792697661933,cepheid
0.36912304101367127,1.0950236577304702,cepheid
0.3781260420140047,1.0929538354475745,cepheid
0.38712904301433815,1.1060648034800333,cepheid
0.3961320440146716,1.0977368164900367,cepheid
0.405135045015005,1.104206058077626,cepheid
0.4141380460153385,1.1203227048601843,cepheid
0.4231410470156719,1.1071873249793243,cepheid
0.43214404801600537,1.1060806011566315,cepheid
0.44114704901633883,1.1035701950184604,cepheid
0.45015005001667224,1.0986308970375867,cepheid
0.4591530510170057,1.1036942762368347,cepheid
0.4681560520173391,1.1151795097198016,cepheid
0.4771590530176726,1.1131676195040303,cepheid
0.48616205401800605,1.1065997959484226,cepheid
0.49516505501833946,1.108795330489772,cepheid
0.504168056018673,1.1102472193157138,cepheid
0.5131710570190063,1.1198245236730713,cepheid
0.5221740580193398,1.146974634433791,cepheid
0.5311770590196733,1.1403578486188801,cepheid
0.5401800600200067,1.1258119046153023,cepheid
0.5491830610203402,1.122233048285714,cepheid
0.5581860620206736,1.1331115294880156,cepheid
0.567189063021007,1.1353659537423204,cepheid
0.5761920640213405,1.1218163971730413,cepheid
0.585195065021674,1.1311072222272214,cepheid
0.5941980660220074,1.1454764383997311,cepheid
0.6032010670223408,1.1400678085468174,cepheid
0.6122040680226742,1.147497121149556,cepheid
0.6212070690230077,1.1455434993043871,cepheid
0.6302100700233412,1.1367429559528,cepheid
0.6392130710236746,1.1482631514168653,cepheid
0.648216072024008,1.1457545051361635,cepheid
0.6572190730243415,1.1622176997306473,cepheid
0.6662220740246749,1.1365647323190697,cepheid
0.6752250750250084,1.1397610472556376,cepheid
0.6842280760253419,1.1442902930835297,cepheid
0.6932310770256753,1.1554937193755122,cepheid
0.7022340780260087,1.1489809022907262,cepheid
0.7112370790263421,1.1490177441674958,cepheid
0.7202400800266756,1.1394477650655237,cepheid
0.7292430810270091,1.1777418376166409,cepheid
0.7382460820273425,1.147340816909965,cepheid
0.7472490830276759,1.14707549232617,cepheid
0.7562520840280094,1.1773460973484697,cepheid
0.7652550850283428,1.1497119002505058,cepheid
0.7742580860286763,1.1719852468528458,cepheid
0.7832610870290098,1.1606738474691074,cepheid
0.7922640880293432,1.166690695099394,cepheid
0.8012670890296766,1.1616483378703082,cepheid
0.81027009003001,1.166784255851559,cepheid
0.8192730910303435,1.166462153931408,cepheid
0.828276092030677,1.1597775263066683,cepheid
0.8372790930310104,1.1739256964592328,cepheid
0.8462820940313438,1.1866250312693107,cepheid
0.8552850950316773,1.1805983385938341,cepheid
0.8642880960320107,1.1951390563548374,cepheid
0.8732910970323442,1.1709714864672807,cepheid
0.8822940980326777,1.1738411398356963,cepheid
0.891297099033011,1.185075418311895,cepheid
0.9003001000333445,1.1939262371001969,cepheid
0.909303101033678,1.1882473255817778,cepheid
0.9183061020340114,1.1823972375405747,cepheid
0.9273091030343449,1.1676125159705697,cepheid
0.9363121040346782,1.1912340374855495,cepheid
0.9453151050350117,1.1831894304157502,cepheid
0.9543181060353452,1.165812215554279,cepheid
0.9633211070356786,1.1935966391208959,cepheid
0.9723241080360121,1.1904897868070985,cepheid
0.9813271090363456,1.207418656005559,cepheid
0.9903301100366789,1.1859061028947597,cepheid
0.9993331110370124,1.192958805951287,cepheid
1.008336112037346,1.1934848609174697,cepheid
1.0173391130376792,1.191060711259217,cepheid
1.0263421140380127,1.1947224926947828,cepheid
1.0353451150383461,1.2218419347516967,cepheid
1.0443481160386796,1.1828065577506932,cepheid
1.053351117039013,1.1900854023846024,cepheid
1.0623541180393465,1.2019265181960763,cepheid
1.07135711903968,1.19854415513205,cepheid
1.0803601200400135,1.2108146442547592,cepheid
1.089363121040347,1.1832440780256914,cepheid
1.0983661220406804,1.1667259030052008,cepheid
1.1073691230410136,1.183023227819134,cepheid
1.1163721240413471,1.1911928384172563,cepheid
1.1253751250416806,1.1924514980601917,cepheid
1.134378126042014,1.2056834253967295,cepheid
1.1433811270423475,1.1951084401432153,cepheid
1.152384128042681,1.1859465700076992,cepheid
1.1613871290430144,1.2026686420302162,cepheid
1.170390130043348,1.1997733551137006,cepheid
1.1793931310436814,1.1931584606069576,cepheid
1.1883961320440148,1.1870732411717329,cepheid
1.1973991330443483,1.2044160797037677,cepheid
1.2064021340446816,1.177333415622327,cepheid
1.215405135045015,1.1944375297524485,cepheid
1.2244081360453485,1.2001147063644253,cepheid
1.233411137045682,1.174421980133415,cepheid
1.2424141380460154,1.2078703728254563,cepheid
1.2514171390463489,1.1968366490465636,cepheid
1.2604201400466823,1.2139047838442985,cepheid
1.2694231410470158,1.1952008114356936,cepheid
1.2784261420473493,1.1985074662325403,cepheid
1.2874291430476827,1.181768614531813,cepheid
1.296432144048016,1.2045994342205715,cepheid
1.3054351450483495,1.2103792697821816,cepheid
1.314438146048683,1.188958539761211,cepheid
1.3234411470490164,1.2065860004782787,cepheid
1.3324441480493499,1.189474950960973,cepheid
1.3414471490496833,1.2087087983306688,cepheid
1.3504501500500168,1.205544090621063,cepheid
1.3594531510503503,1.204373379029119,cepheid
1.3684561520506837,1.2055752148272347,cepheid
1.3774591530510172,1.1952413834243156,cepheid
1.3864621540513506,1.193398288549672,cepheid
1.395465155051684,1.2166438139559086,cepheid
1.4044681560520174,1.2159606862223398,cepheid
1.4134711570523508,1.1899089411095285,cepheid
1.4224741580526843,1.1896769851613316,cepheid
1.4314771590530178,1.1810810455362388,cepheid
1.4404801600533512,1.1980614856012681,cepheid
1.4494831610536847,1.199128685059904,cepheid
1.4584861620540182,1.197355885661082,cepheid
1.4674891630543516,1.1846502627400581,cepheid
1.476492164054685,1.1939485933736234,cepheid
1.4854951650550186,1.1984783865873117,cepheid
1.4944981660553518,1.1981374372574045,cepheid
1.5035011670556853,1.1898451359230422,cepheid
1.5125041680560187,1.18511591954,cepheid
1.5215071690563522,1.1692533977778439,cepheid
1.5305101700566857,1.1990135458579798,cepheid
1.5395131710570191,1.1906729759291332,cepheid
1.5485161720573526,1.1971462145042682,cepheid
1.557519173057686,1.1827206861034287,cepheid
1.5665221740580195,1.175754486277663,cepheid
1.575525175058353,1.1751052127827286,cepheid
1.5845281760586865,1.175637937380093,cepheid
